'101 Coffee Shop','http://www.the101coffeeshop.com/'
'My Fit Foods','http://myfitfoods.com/'
'Nana’s Kitchen','http://nanascateringca.com/'
'Nbc Universal Commissary','http://www.nbcuni.com/'
'New School of Cooking Cafe','http://newschoolofcooking.com/'
'O Jang Dong Restaurant','http://ojangdong.com/'
'Paik’s Noodle House','http://theborn.co.kr/'
'Paleteria Y Neveria la Flor Michoacana','http://flormichoacana.com/'
'Park Cafe and Grill','http://www.parkcafeandgrill.com/'
'Pepperdine Corner Cafe in','http://pepperdine.edu/'
'Pieology Pizzeria','http://www.pieology.com/'
'Piroshki House','http://sherman-oaks-homes-for-sale.com/'
'Pizzarev','http://www.pizzarev.com/'
'Pizzarev','http://pizzarev.com/'
'Poke Bar','http://gopokebar.com/'
'Potato Corner Northridge','http://potatocornerusa.com/'
'Raleigh Studios Cafe','http://raleighstudios.com/'
'Red Carpet Cookies','http://redcarpetcookies.com/'
'Ronald Reagan Ucla Medical Center - Cafeteria','http://www.uclahealth.org/reagan'
'Salata','http://salata.com/'
'See’s Candies','http://www.sees.com/'
'Sharky\'s Woodfired Mexican Grill','http://sharkys.com/'
'Skd Tofu House','http://www.skdtofu.com/'
'Sofreh Kabob House','http://sofrehkabobhouse.com/'
'Sorbol Korean Restaurant','http://www.sorabolrestaurants.com/'
'Sprouts Farmers Market - West Hills - Fallbrook & Victory','http://sprouts.com/'
'Starbucks (Inside Ralph\'s)','http://www.starbucks.com/'
'Steeple House Coffee','http://instagram.com/steeplehousecoffee'
'Sunny Blue','http://sunnyblueinc.com/'
'Tacone','http://www.tacone.com/'
'Tacos El Pastor','http://tacoselpastor.wordpress.com/'
'Teavana','http://teavana.com/'
'Tested.la','http://tested.la/'
'Carving Board','http://eattheboard.com/'
'Coffee Bean & Tea Leaf','http://www.coffeebean.com/'
'Coffee Bean & Tea Leaf','http://coffeebean.com/'
'Coffee Bean & Tea Leaf','http://coffeebean.com/'
'Coffee Bean & Tea Leaf','http://coffeebean.com/'
'Coffee Bean & Tea Leaf','http://www.coffeebean.com/'
'Coffee Bean & Tea Leaf','http://www.coffeebean.com/'
'Coffee Bean & Tea Leaf','http://www.coffeebean.com/'
'Coffee Bean & Tea Leaf','http://www.coffeebean.com/'
'Coffee Bean & Tea Leaf','http://www.coffeebean.com/'
'Coffee Bean & Tea Leaf','http://coffeebean.com/'
'Flame Broiler','http://flamebroilerusa.com/'
'Grain and the Greens','http://www.thegrainandthegreens.com/'
'Habit Burger Grill','http://www.habitburger.com/'
'Nook','http://breakfastatthenook.com/'
'Tully’s Coffee','http://tullyscoffeeshops.com/'
'Uncle Darrows','http://uncledarrows.com/'
'Urbane Cafe','http://urbanecafe.com/'
'Usc University Club','http://universityclub.usc.edu/html'
'Vallarta Supermarkets','http://www.vallartasupermarkets.com/'
'Vallarta Supermarkets','http://www.vallartasupermarkets.com/'
'Vallarta Supermarkets','http://vallartasupermarkets.com/'
'Waba Grill','http://wabagrill.com/'
'Wasabi Japanese Noodle House 2','http://wasabinoodle.com/'
'Westfield Topanga & Promenade','http://westfield.com/topanga'
'Westwood Village','http://www.thewestwoodvillage.com/aboutus'
'Wholesome2go','http://wholesome2go.com/'
'Woodcat Coffee Bar','http://woodcatcoffee.com/'
'Yogurtland','http://yogurt-land.com/'
'Yogurtland','http://www.yogurt-land.com/'
'Yogurtland','http://www.yogurt-land.com/'
'Yogurtland','http://www.yogurt-land.com/'
'Yogurtland','http://yogurt-land.com/'
'Yoshinoya Beef Bowl Restaurant','http://yoshinoyaamerica.com/'
'Yuyita’s Tacos','http://instagram.com/yuyitastacos'
'Z.E.N. Foods','http://zenfoods.com/'
'Grom Hollywood','http://www.grom.it/en/'
'Found Coffee','http://www.foundcoffeela.com/'
'1001 Nights Persian Cuisine','http://1001nightscuisine.com'
'Pitchoun Bakery','http://pitchounbakery.com/'
'Dune Kitchen','http://dune.kitchen/'
'How do You Roll?','http://www.howdoyouroll.com/'
'Mainland Poke Shop','http://www.mainlandpoke.com/'
'Meraki','http://www.merakigreekrestaurant.com/'
'Sporting News Grill','http://www.snglamirada.com/'
'Local Ice','http://www.local-ice.com/'
'E.P. and Frankies','http://eplosangeles.com'
'Baker Cakemaker','http://bakercakemaker.com/'
'9 on Vine','http://9onvine.com/'
'Caesars Restaurant','http://www.caesarsrestaurantmenu.com/'
'West LA Pizza','www.westlapizza.com'
'Twins Sliders','http://twinssliders.com/'
'The Spot On Pico','www.thespotonpico.club'
'Food and Bounty','http://foodandbounty.com/'
'Howlin\' Rays','http://howlinrays.com/'
'Rice Bar','http://www.ricebarla.com/'
'Orleans & York Deli','http://orleansandyorkdeli.com/'
'Simbal Restaurant','http://www.simbalrestaurant.com/'
'Sweetgreen','www.sweetgreen.com'
'Maré','www.maremelrose.com'
'Dr Juice Cafe','http://www.drjuicecafe.com/'
'Revolutionario: North African Tacos','http://www.revolutionario.com/'
'Smoke\'s Poutinerie','http://www.smokespoutinerie.com/'
'Guisados West Hollywood','http://www.guisados.co/'
'MidiCi','http://www.mymidici.com/'
'Churro Borough','http://www.churroborough.com/'
'Leona','http://www.leonavenice.com/'
'The Big Catch Seafood','http://www.thebigcatchseafood.com/'
'Groundwork Coffee Co.','http://www.groundworkcoffee.com/'
'Ktchn','http://ktchnla.squarespace.com/'
'Garden Terrace Cafe','http://www.getty.edu/visit/center/eat.html'
'Upstairs - Ace Hotel Downtown Los Angeles','www.acehotel.com'
'Scrumptious Cafe Bakery','http://scrumptiouscafebakery.com/'
'Sambar','sambarcc.com'
'Catch and Release','http://catchandreleasela.com/'
'La Tostaderia','http://www.grandcentralmarket.com/vendors/440/la-tostadera'
'Atticus Coffee & Dessert','http://www.atticusisawesome.com/'
'Osso','www.ossodtla.com'
'Asian Fusion','http://asianfusionla.com/'
'Sonoritas Prime Tacos','http://sonoritas.com/'
'The Gallery Westlake','http://www.thegallerywestlake.com'
'Sweet Amsterdam Food Truck','http://www.sweetamsterdam.com'
'Wanderlust Creamery','wanderlustcreamery.com'
'Isaan Station','http://www.isaanstationthaila.com/'
'Backyard Bowls','backyardbowls.com'
'Kinders BBQ','kindersbbq.com'
'HQ Gastropub','www.hqgastropub.com'
'Yeastie Boys','http://yeastieboysbagels.com/'
'Verve Coffe Roasters','http://www.vervecoffeeroasters.com/'
'Roast','http://www.roastdelimarketla.com/'
'Chavela','http://www.chavela-la.com/'
'Charcoal BBQ ','http://www.charcoalmelrose.com/'
'H.O.P.E','http://www.eatwithhope.com/'
'Charley\'s Grilled Subs','http://charleys.com/'
'Panda Express','http://www.pandaexpress.com/UserLocation#91303'
'Charcoal BBQ','http://www.charcoalsilverlake.com/#section-n1'
'Bella Julia','bellajuliacafe.com'
'Hanjip','hanjip.com'
'Estate Restaurant and Bar','http://www.estate1519.com/'
'FOH','www.fohrestaurant.com'
'Bang Na Thai Fusion','http://www.bangnathaifusion.net/'
'ROKU Sunset ','http://www.innovativedining.com/restaurants/roku'
'Maple Block Meat Co.','http://www.mapleblockmeat.com'
'Wokcano','http://www.wokcanorestaurant.com/locations/topanga/'
'Jimmy\'s Famous American Tavern','http://j-fat.com/locations/woodlandhills/'
'Urban Plates','http://www.urbanplates.com'
'Civil Coffee','www.civil-coffee.com/'
'Sazon Latino Restaurant','www.sazonlatinola.com'
'JOEY Woodland Hills','http://www.joeyrestaurants.com'
'EMC Seafood & Raw Bar','http://www.emcseafood.com/'
'Westwood Pizzeria','http://www.westwoodpizzeria.com/index.html'
'Musashiya Udon Noodle','http://www.musashiya.tokyo/'
'Baroo','http://baroola.strikingly.com/'
'Trois Familia','http://www.troisfamilia.com/'
'Plan Check','http://www.plancheck.com/locations_and_menus/1111_wilshire_blvd'
'El Nuevo Mundo Market & Cafe','http://elnuevomundomarket.com/'
'Otium','http://otiumla.com/'
'Ozu East Kitchen','http://ozueastkitchen.com/'
'Scratch Bar & Kitchen','http://www.scratchbarla.com/'
'Okipoki','http://www.okipoki.co'
'Vespaio','http://www.vespaiodtla.com/'
'Trejo\'s Tacos','http://www.trejostacos.com/'
'Malibu Wines','http://www.malibuwines.com/angelesnational/'
'Wokshop By Xi\'an','http://www.wokshopla.com/'
'Shabu Hyang ','http://www.shabuhyangusa.com/'
'Humble Crust','https://www.humblecrustla.com/'
'Joseph\'s Bar And Grill','http://www.josephsbargrill.com/home.html'
'CottonHi','http://www.cottonhi.com/'
'Yup Dduk','http://www.almanagementgroup.com/'
'Jimmy John\'s ','https://www.jimmyjohns.com'
'Knead & Co.','http://www.kneadpasta.com'
'LaRocco\'s Pizzeria','http://laroccospizzeria.com/'
'Mega Pizza & Grille','Megapizzagrille.com'
'Belcampo LA/West 3rd St','http://www.belcampomeatco.com/restaurant/west-hollywood/'
'BierBeisl Imbiss','http://www.bierbeisl-imbiss.com/'
'The Surly Goat','http://www.surlygoat.com/'
'Dinah\'s Family Restaurant','http://www.dinahsrestaurant.com/'
' Best Garage Door Repair Company CA','http://bestgaragedoorrepaircompanyca.org/'
'Customer Farms','http://customerfarms.com/'
'Whole Foods','http://www.wholefoodsmarket.com/stores/downtownlosangeles'
'Pretty Wig Hair Store','http://www.prettywighair.com/'
'Flavacooks.com','http://flavacooks.com'
'Hamburger Hamlet','http://www.hamburgerhamlet.com/'
'26 Beach Cafe','http://www.26beachcafe.cjb.net/'
'4 J\'s Bar-B-Que','http://www.babybluesvenice.com'
'410 Boyd St Bar & Grill','http://www.410boyd.com/'
'626 Reserve Wine Bar','http://www.626reserve.com/'
'99 Cents Soul Food Express','http://www.chefmarilyns.com/'
'Abe\'s Deli & Family','http://www.abesdelitogo.com/'
'Ammo','http://www.ammocafe.com/'
'Angeli Caffe','http://www.angelicaffe.com/'
'Anna\'s Italian','http://www.annaitalian.com/'
'Aphrodisiac','http://aphrodisiacrestaurant.com/'
'Aqua','http://aqualoungebh.com/'
'Asakuma','http://www.asakuma.com/'
'Aunt Kizzy\'s Back Porch','http://www.auntkizzys.com/'
'blue on blue','http://www.avalonbeverlyhills.com/dining/index.html'
'Axe','http://www.axerestaurant.com/'
'Back Door Bakery','http://www.backdoorbakery.com/'
'Bali Place','http://aromacafe-la.com/'
'Barefoot','http://barefootrestaurant.com/'
'Barragan\'s','http://www.barragansrestaurants.com/'
'Beacon','http://www.beacon-la.com/'
'Beechwood','http://www.beechwoodrestaurant.com/'
'Big Dean\'s II Ocean Front Cafe','http://www.venicewhaler.com/'
'Big Slice Pizzat','http://www.slicesnypizza.com/'
'Bin 8945','http://bin8945.com/'
'Bistro de L\'Hermitage','http://leafcuisine.com/'
'Blacksteel','http://blacksteel.tv/'
'Blowfish Sushi To Die For','http://blowfishsushi.com/'
'Boba Loca','http://www.bobaloca.com/'
'Bossa Nova Brazilian Cuisine','http://www.bossanovarestaurant.net/'
'Bread Basket','http://www.breadbasket.com/'
'Breadbar','http://www.breadbar.net/'
'Brick Dome Pizza','http://www.brickdomela.com/'
'Brick House Cafe','http://www.brickhousevenice.com/'
'Bridge','http://bridgela.com/'
'Brown Bag Deli','http://www.thebrownbaggv.com/'
'Buddha\'s Belly','http://bbfood.com/'
'Buffalo Wings & Things','http://hotwingsnthings.com/'
'Buggy Whip Steak House','http://www.buggywhipsteakhouse.com/'
'Burger King','http://www.burgerking.com/'
'Burger King','http://www.burgerking.com/'
'Burger King','http://www.burgerking.com/'
'Burger King','http://www.burgerking.com/'
'Burger King','http://www.burgerking.com/'
'Burger King','http://www.burgerking.com/'
'Cafe Connection Westwood','http://www.cafeconnectionwestwood.com/'
'Cafe Metropol','http://www.cafemetropol.com/'
'Noir','http://www.lemeridien.com/usa/los_angeles/hotel_us1614.shtml'
'Cafe Rodeo','http://www.luxerodeo.com/dining.php'
'Cafe Soleil','http://www.cafesoleil.net/'
'Cafe Tu Tu Tango','http://www.cafetututango.com/'
'Caffe Carrera','http://www.caffecarrera.com/'
'Café Des Artistes','http://cafedesartistes.info/'
'California Roll & Sushi','http://www.octopusrestaurant.com/'
'California Teriyaki','http://crownofindiala.com/'
'California Vegan','http://www.californiaveganla.com/'
'Campagnola','http://www.campagnolatrattoria.com/'
'Campanile','http://www.campanilerestaurant.com/'
'Canton','http://www.cantonfood.com/'
'Canton','http://www.cantonfood.com/'
'Cat & Fiddle','http://www.thecatandfiddle.com/'
'Cha Cha Cha','http://theoriginalchachacha.com/'
'Chado Tea Room','http://www.chadotea.com/'
'Chan Darette','http://www.chandara.com/'
'Chaya','http://www.thechaya.com/beverly-hills/'
'Chef Marilyn\'s Place','http://www.chefmarilyns.com/'
'Chevy\'s Fresh Mex','http://www.chevys.com/'
'Chez Nous','http://www.cheznousrestaurant.com'
'Chichen Itza','http://www.chichenitzarestaurant.com/'
'Chicken Delight','http://www.chickendelight.com/'
'Chicken Delight','http://www.chickendelight.com/'
'Chili My Soul','http://chilimysoul.com/'
'China Beach Bistro','http://www.chinabeachbistro.com/'
'China Clark','http://www.orderbestchinesfood.com/'
'China Doll','http://www.chinadoll.com.au/'
'China Express','http://chinaexpresstysons.com/'
'China House','http://www.chinahouselongbeach.com'
'Chinese Taste Fast Food','http://lawoknroll.com/'
'Cinnabon','http://www.cinnabon.com/'
'Cinnabon','http://www.cinnabon.com/'
'Citizen Smith','http://www.citizensmithhollywood.com/'
'Ciudad','http://www.ciudad-la.com/'
'Le Clafoutis','http://www.leclafoutis.fr/'
'Coco\'s Bakery','http://www.cocosbakery.com/'
'Colony Cafe','http://www.thecolonycafe.com/'
'Cravings','http://www.cravingsrestaurant.com/'
'Cucina Paradiso','http://cucinaparadiso.net/'
'Cyberjava','http://www.cyberjava.com/'
'Da Vinci Ristorante','http://www.davincibeverlyhills.com/'
'Daily Grill','http://www.dailygrill.com/'
'Daily Grill','http://www.dailygrill.com/'
'Daily Grill','http://www.dailygrill.com/'
'Daily Grill','http://www.dailygrill.com/'
'Dakota Restaurant','http://www.dakota-restaurant.com/'
'Dar Maghreb','http://darmaghrebrestaurant.com/'
'Deli 97','http://www.vietsoy.com/'
'Delicious','http://bluebirdbakery.com/'
'Disney\'s Soda Fountain & Studio Store','http://www.disneysodafountain.com/'
'Dolce Enoteca','http://dolceenoteca.com/'
'Dolores Restaurant & Bakery','http://www.doloresrestaurant.com/'
'Donut King','http://www.donutking.net/'
'E Z Fish & Chicken','http://mikadosushiroll.com/'
'East Wind','http://www.thaieastwind.com/'
'Schnitzly','http://www.schnitzly.com/'
'El Caporal','http://www.elcaporalrestaurant.com/'
'El Conquistador','http://www.elconquistadorrestaurant.com/'
'El Guapo Cantina','http://www.elguapocantina.com/'
'Sinigual','http://www.sinigualrestaurants.com/'
'Encounter','http://www.encounterrestaurant.com/'
'Ensenada','http://www.ensenadarestaurant.net/'
'Eurest Dining Service','http://www.cgnad.com/'
'Falafel Corner','http://www.newindiasovenla.com/'
'Falcon','http://falconslair.com/'
'Famous Pizza','http://www.famouspizzaonline.com/'
'The Farm of Beverly Hills','http://www.thefarmofbeverlyhills.com/'
'Farm of Beverly Hills at the Grove','http://www.thefarmofbeverlyhills.com/'
'Fatburger','http://www.fatburger.com/'
'Fioretto Trattoria','http://www.tuscanycuisine.com/'
'Flora Kitchen','http://ritaflora.com/'
'Flying Leap Cafe','http://www.flyingleapcafe.com/flc/flc/flc.html'
'Ford\'s Filling Station','http://www.fordsfillingstation.net/'
'Fox Sports Sky Box','http://www.levyrestaurants.com/'
'French Garden','http://www.frenchgarden.com/'
'French Quarter Market Place','http://www.frenchquarterwest.com/'
'Frittelli\'s Doughnuts & Coffee','http://www.frittelli.com/'
'Gardens','http://www.fourseasons.com/losangeles/dining.html'
'Gardens on Glendon','http://www.gardensonglendon.com/'
'Geisha House','http://www.dolcegroup.com/'
'Gino\'s Pizzeria','http://www.villamontepizza.com/'
'Giovanni Ristorante','http://www.giovanniristorante.com/'
'Giovanni\'s Trattoria','http://www.giovannistrattoria.com/'
'Glencrest Bar-B-Que','http://www.abbotkinneyonline.com/index.php?/Details/Glencrest-BBQ.html'
'Go Veggie','http://www.goveggiela.com/'
'Gochi','http://www.jinsdiningusa.com/'
'Golden Krust','http://www.goldenkrustbakery.com/'
'Goldilocks','http://www.goldilocks-usa.com/'
'Gourmet on the Go','http://www.gourmetotg.com/'
'Gr/Eats','http://www.gr-eats.com/'
'Grace','http://gracerestaurant.com/'
'Grand Lux Cafe','http://www.grandluxcafe.com/'
'Grandpa Fred\'s Barbecue','http://www.grandpafredsbbq.com/'
'Great Steak','http://www.thegreatsteak.com/'
'Green\'s Deli','http://bistroka.com/'
'Grill','http://www.starwoodhotels.com/sheraton/index.html'
'Groundwork','http://www.groundworkcoffee.com/'
'Guido\'s Pizza & Pasta','http://guidospizza.blizzfull.com/'
'H Salt Esquire Fish & Chips','http://www.hsalt.com/'
'H Salt Esquire Fish & Chips','http://www.hsalt.com/'
'H Salt Esquire Fish & Chips','http://www.hsalt.com/'
'H Salt Esquire Fish & Chips','http://www.hsalt.com/'
'Haagen-Dazs','http://www.haagendazs.com/'
'Hamburger Hamlet','http://hamburgerhamlet.com/'
'Hamburger Hamlet','http://hamburgerhamlet.com/'
'Hamburger Hamlet','http://hamburgerhamlet.com/'
'Hamburger Hamlet','http://hamburgerhamlet.com/'
'Hana Sushi','http://www.aurorasushi.com/'
'Hatfield\'s','http://www.hatfieldsrestaurant.com/'
'Healthy Bean','http://www.thehealthybean.com'
'Hoagies & Wings','http://hoagiesandwings.com/'
'Hollywood Canteen','http://hollywoodcanteenla.com/'
'Hollywood and Vine','http://hollywoodandvine.us/'
'Honeybaked Ham','http://www.honeybaked.com/'
'Honeybaked Ham','http://www.honeybaked.com/'
'Hong Kong','http://www.hongkongindy.com/'
'Hong Kong Express','http://hongkongexpress.com/'
'Hong Kong Express','http://hongkongexpress.com/'
'Hotel Bel-Air Dining Room','http://www.hotelbelair.com/'
'Hoy King Seafood','http://www.hoyking.com/'
'Hungry Howie\'s Pizza','http://www.hungryhowies.com/'
'Hungry Howie\'s Pizza','http://www.hungryhowies.com/'
'I Love Sushi','http://www.ilovesushi.ca/'
'Tommy\'s','http://www.originaltommys.com/'
'Ingrid\'s French Cafe','http://www.ingridscafe.com/'
'Innovative Dining Group Catering','http://www.innovativedining.com/'
'Island','http://wokonfiretogo.com/'
'Islands','http://www.islandsrestaurants.com/'
'Islands','http://www.islandsrestaurants.com/'
'J.R. Seafood','http://jrrestaurant.com/'
'Jack Sprat\'s Grille','http://www.thesixrestaurant.com/'
'Jack n\' Jill\'s','http://www.eatatjacknjills.com/'
'Jacopo\'s','http://www.jacopos.com/'
'Jacopo\'s','http://www.jacopos.com/'
'Jacopo\'s','http://www.jacopos.com/'
'Cru','http://www.crusilverlake.com/'
'Java Centrale','http://www.javacentrale.com/'
'Jazz Spot at Los Feliz','http://tangierrestaurant.net/'
'Jerry\'s Famous Deli','http://www.jerrysfamousdeli.com/'
'Jerry\'s Famous Deli','http://www.jerrysfamousdeli.com/'
'Jin Patisserie','http://www.jinpatisserie.com/'
'Johnnie\'s New York Pizzeria','http://www.jacopos.com/'
'Johnnie\'s New York Pizzeria','http://www.jacopos.com/'
'Johnnie\'s New York Pizzeria','http://www.jacopos.com/'
'Junior\'s Deli','http://www.jrsdeli.com/'
'KFC','http://www.kfc.com/storelocator/Default.aspx?address=8527%20Foothill%20Blvd.,Sunland,CA'
'Kate Mantilini','http://katemantilinirestaurant.com/'
'Kiewkai Thai Cuisine','http://www.tawannathaila.com/'
'Kinchans','http://kinchans.com/'
'KJ\'s Diner & Restaurant','http://www.kjsdiner.com/'
'Kokomo Cafe','http://www.kokomocafe.com/'
'Kung Pao Bistro','http://www.kungpaostudiocity.com/'
'Kung Pao Kitty','http://www.kungpaokitty.com/'
'LA Express Chicken','http://expresschickenla.com/'
'L\'Affair Cafe','http://www.laffair-cafe.com/'
'L\'Orangerie','http://lorangerie.com/'
'L.a. Rotisserie Chicken','http://www.101sushi.com/'
'La Boca Del Conga Room','http://congaroom.com/'
'La Cantina','http://lacantinahollywood.com/'
'La Carreta','http://www.carretarestaurant.com/'
'La Frite Cafe','http://www.lafritecafe.com/'
'La Parrilla','http://laparrilla.com/'
'La Pergola','http://www.lapergolaristorante.net/Restaurant.html'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'Larkin\'s','http://www.larkinsjoint.com/'
'Larry Flynt\'s Supper Cabaret','http://aqualoungebh.com/'
'Le Dome','http://ledomerestaurant.com/'
'Le','http://www.lemeridien.com/usa/los_angeles/hotel_us1614.shtml'
'Le Marmiton','http://thechaya.com/'
'Le Petit Jacques Café','http://lepetitjacques.com/'
'Lilly\'s French Cafe & Bar','http://www.lillysfrenchcafe.com/'
'Little Hong Kong Cafe','http://www.littlehongkongla.com/'
'Lola\'s Martini Bar & Restaurant','http://www.lolasla.com/'
'Lollicup','http://www.lollicup.com/'
'Lollicup','http://www.lollicup.com/'
'Lou','http://louonvine.com/'
'Louise\'s Trattoria','http://www.louises.com/'
'Louise\'s Trattoria','http://www.louises.com/'
'Louise\'s Trattoria','http://www.louises.com/'
'Mako','http://makorestaurant.com/'
'Mama Juana\'s','http://www.mamajuanas.com/'
'Manchu Wok','http://www.manchuwok.com/'
'Manchu Wok','http://www.manchuwok.com/'
'Mani\'s Bakery','http://www.manisbakery.com/'
'Maple Drive','http://www.mapledriverestaurant.com/'
'Massimo','http://massimobh.com/'
'Max','http://maxrestaurant.com/'
'McCormick & Schmick\'s','http://www.mccormickandschmicks.com/'
'Meson G','http://redpearlkitchen.com/'
'Mi Pueblo','http://www.mipueblorestaurants.com/'
'Mikoshi Japanese Noodle House','http://www.mikoshiusa.com/'
'Mimosa','http://mimosarestaurant.com/'
'Minibar','http://minibarlounge.com/'
'Mint','http://themintla.com/'
'Mio Babbo\'s Ristorante','http://www.miobabbos.com/'
'Miss Peaches Soulfood Cafe','http://www.misspeachesrest.com/'
'Cafe Moa Moa','http://www.myspace.com/cafemoamoa'
'Morton\'s The Steakhouse','http://mortons.com/'
'Mr. Cecil\'s California Ribs','http://www.mrcecilscaliforniaribs.com/'
'Mrs. Beasley\'s Bakery','http://www.mrsbeasleys.com/'
'Mulholland Grill','http://mulhollandgrill.com/'
'Natalee Thai Cuisine','http://www.nataleethai.com/'
'Nature\'s Way Cafe','http://www.natureswaycafe.com/'
'New China','http://www.mynewchina.com/'
'New York Pizza & Pasta','http://www.nypizzahollywood.com/'
'Newsroom Cafe','http://www.newsroomthecafe.com'
'Ngoma','http://www.ngomarestaurant.com/'
'Nicky D\'s Wood-Fired Pizza Cafe','http://nickydspizza.com/silverlake-pizza-time/'
'Nitaya Thai Cuisine','http://www.thaiboomrestaurant.com/'
'Noah\'s Bagels','http://www.noahs.com/'
'Noble Roman\'s','http://www.nobleromans.com/'
'Noodle World','http://www.tongdang.com/'
'Norman\'s','http://normans.com/'
'O-Bar','http://www.obarrestaurant.com/'
'Okaya Maki & Teriyaki','http://chickenonfire.com/home.aspx'
'Opus','http://www.opusrestaurant.net/'
'Orchid Gardens','http://www.mayfairla.com/'
'Organic To Go','http://www.organictogo.com/'
'Organic To Go','http://www.organictogo.com/'
'Original Texas Barbecue King','http://www.texasbbqking.com/'
'Orso','http://orsorestaurant.com/'
'Ortolan','http://ortolanrestaurant.com/'
'Osaka Japanese','http://www.osakasushi.com/'
'Osaka Sushi','http://www.osakasushi1.com/'
'Osteria Latini','http://www.osterialatini.com/'
'Out Take Bistro','http://www.outtakebistro.com/'
'Pacifico\'s','http://boasteak.com/'
'Pat & Oscar\'s','http://www.patandoscars.com/'
'Pearl','http://pearl90069.com/'
'Peet\'s Coffee & Tea','http://www.peets.com/'
'Pete\'s Los Angeles','http://www.petescafe.com/'
'Pho 2000','http://pho2000.com'
'Pho 79','http://www.pho79.com/'
'Piccolo Mondo','http://www.natureswaycafe.com/'
'Pinkberry','http://www.pinkberry.com/'
'Pinkberry','http://www.pinkberry.com/'
'Pinkberry','http://www.pinkberry.com/'
'Pinot Hollywood','http://www.patinagroup.com/'
'Pizza Roma','http://www.pizzaromanw.com/index.php'
'Pizza Roma','http://www.pizzaromanw.com/index.php'
'Point Dume','http://www.dumechinese.com/'
'Pomodoro','http://www.pastapomodoro.com/'
'Poquito Mas','http://www.poquitomas.com/'
'Porterhouse Bistro','http://www.porterhousebistro.com/'
'Pradeep\'s','http://valentinorestaurant.com/'
'Prezzo','http://www.prezzoplc.co.uk/'
'Prime Grill','http://www.theprimegrill.com/'
'Pronto Pizzeria','http://chickenonfire.com/home.aspx'
'Q-T Chicago Dogs','http://www.qtchicagodogs.com/'
'Red Brick Pizza','http://www.redbrickpizza.com/'
'Red Brick Pizza','http://www.redbrickpizza.com/'
'Red Pearl Kitchen','http://redpearlkitchen.com/'
'Red Ribbon BakeShop','http://www.redribbonbakeshop.us/'
'Redballs Rock & Roll Pizza','https://urbanspoon.com/r/251/1802978'
'Regent China Inn','http://www.regentchinainn.com/'
'Republic','http://therepublicla.com/'
'Roma Via Paris','http://minibarlounge.com/'
'Round Table Pizza','http://www.roundtablepizza.com/'
'Rubio\'s Fresh Mexican Grill','http://www.rubios.com/'
'Rubio\'s Fresh Mexican Grill','http://www.rubios.com/'
'Rubio\'s Fresh Mexican Grill','http://www.rubios.com/'
'Rubio\'s Fresh Mexican Grill','http://www.rubios.com/'
'Rubio\'s Fresh Mexican Grill','http://www.rubios.com/'
'Ruby\'s Diner','http://www.rubys.com/'
'Señor Fred','http://www.senorfred.com/'
'Sai Sai Restaurant','http://www.saisairestaurant.com/'
'Salads Galore','http://www.saladsgalore.com/'
'San Gennaro Cafe','http://www.sangennarocafe.com/'
'SanSai Japanese Grill','http://www.sansaiusa.com/'
'SanSai Japanese Grill','http://www.sansaiusa.com/'
'SanSai Japanese Grill','http://www.sansaiusa.com/'
'Sandbag\'s','http://www.sandbagswestwood.com/'
'Sarku Japan','http://www.sarkujapan.com/'
'Senior Baja','http://www.senorbajarestaurant.com'
'Seoul','http://seoulrestaurant.citysearch.com.au/'
'Shalimar Village Cuisine of India','http://shalimarcuisine.com/'
'Simon\'s Cafe','http://salomiindian.com/'
'Siroodang','http://www.siroodang.com/'
'Sisley Italian Kitchen','http://www.sisleyitaliankitchen.com/'
'Sizzler','http://www.sizzler.com/'
'Sizzler','http://www.sizzler.com/'
'Sizzler','http://www.sizzler.com/'
'Sizzler','http://www.sizzler.com/'
'Skewers','http://skewersbistro.com/'
'Solar Harvest','http://solarharvestfood.com/'
'Solley\'s Restaurant & Deli','http://www.jerrysfamousdeli.com/cgi-bin/cNc/showPage.plx?db=jerrysmenu&pid=36'
'Souplantation','http://www.souplantation.com/'
'Souplantation','http://www.souplantation.com/'
'Soycafe','http://www.vietsoy.com/'
'Spanish Kitchen','http://www.thespanishkitchen.com/'
'Spark Woodfire Grill','http://www.sparkwoodfiregrill.com/'
'Spark Woodfire Grill','http://www.sparkwoodfiregrill.com/'
'Spazio','http://spaziola.com/'
'Sportsmen\'s Lodge','http://www.sportsmenslodge.com/'
'Stanley\'s','http://www.stanleys83.com/'
'Studio Yogurt','http://www.studiofrozenyogurt.com/'
'Sunset Beach','http://www.sunsetbeachla.com/'
'Sunset Grill','http://www.sunsetgrillhollywood.com/'
'Sunset Room','http://thesunsetroom.com/'
